,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
4168,what is mineral wax,772443,ENTITY,"Noun. 1. mineral wax-a waxy mineral that is a mixture of hydrocarbons and occurs in association with petroleum; some varieties are used in making ceresin and candles. ader wax, earth wax, ozocerite, ozokerite. mineral-solid homogeneous inorganic substances occurring in nature having a definite chemical composition. Mineral salt. 2  mineral spirits. 3  mineral spring. 4  Mineral tallow. 5  mineral tar. 6  mineral vein. 7  mineral water. 8  mineral wax. 9  mineral wool. 10  mineral.",1,0.0,208
4169,what is mineral wax,772443,ENTITY,"mineral wax-a waxy mineral that is a mixture of hydrocarbons and occurs in association with petroleum; some varieties are used in making ceresin and candles.ader wax, earth wax, ozocerite, ozokerite. Mineral salt. 2  mineral spirits. 3  mineral spring. 4  Mineral tallow. 5  mineral tar. 6  mineral vein. 7  mineral water. 8  mineral wax. 9  mineral wool. 10  mineral.",1,0.0,208
4170,what is mineral wax,772443,ENTITY,"Calories in homemade turkey chili 2cups. *Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Some of these foods were entered by users and are subject to error.",0,,208
4171,what is mineral wax,772443,ENTITY,"The conflict has its roots in the failure of the political transition that was supposed to bring stability to Yemen following an uprising that forced its longtime authoritarian president, Ali Abdullah Saleh, to hand over power to Mr Hadi, his deputy, in November 2011.",0,,208
4172,what is mineral wax,772443,ENTITY,"From a practical standpoint, DABO on the MLS means the contract is solid and the property is out of attorney review. The serious lack of DABOs on the MLS right now is the greatest indication of how soft the current market is. Though a DABO listing does not give the informaton on what the agreed price was (it is confidential until the closing), a good realtor can generally guess based on number of days on the market about what price the property went for.",0,,208
4173,what is mineral wax,772443,ENTITY,LEAP Program (Lifeskills and Education for Students with Autism and other Pervasive Behavioral Challenges) Kennedy Krieger School: Greenspring Campus (LEAP Program) • 3825 Greenspring Ave.,0,,208
4174,what is mineral wax,772443,ENTITY,"Genetic testing is the analysis of chromosomes (DNA), proteins, and certain metabolites in order to detect heritable disease-related genotypes, mutations, phenotypes, or karyotypes for clinical purposes..It can provide information about a person 's genes and chromosomes throughout life.his article focuses on genetic testing for medical purposes. DNA sequencing, which actually produces a sequences of As, Cs, Gs, and Ts, is used in molecular biology, evolutionary biology, metagenomics, epidemiology, ecology, and microbiome research.",0,,208
4175,what is mineral wax,772443,ENTITY,"of 04. What is the Difference Between Raisins, Sultanas, and Currants? The Difference Between Raisins, Currants and Sultanas. Copyright Elaine Lemm Pick up any baking recipe involving dried fruit and there is no way of avoiding the three stalwarts of raisins, sultanas, and currants.",0,,208
4176,what is mineral wax,772443,ENTITY,"When Megatron killed Sam at the film's climax, the AllSpark's knowledge was transferred from Sam into to the Matrix of Leadership, effectively replacing the cube as its physical form (and essentially transforming it into an object much more like the traditional depiction of the Matrix in Transformers fiction).",0,,208
4177,what is mineral wax,772443,ENTITY,"hard to be understood (2 Peter 3:16). IV. Characteristics of God's Word. A. Eternal. Psalms 119:89; Isaiah 30:8; 40:8. Jeremiah 36:22-23, 27-28, 32 (despite evil men's efforts to destroy). Matthew 5:17-18; 24:35; Luke 21:33; 1 Peter 1:23-25. B. Inerrant.",0,,208
4178,what is mineral wax,772443,ENTITY,": the solid part of a celestial body (as the earth); specifically: the outer part of the solid earth composed of rock essentially like that exposed at the surface, consisting of the crust and outermost layer of the mantle, and usually considered to be about 60 miles (100 kilometers) in thickness. the solid part of a celestial body (as the earth); specifically: the outer part of the solid earth composed of rock essentially like that exposed at the surface, consisting of the crust and outermost layer of the mantle, and usually considered to be about 60 miles (100 kilometers) in thickness.",0,,208
4179,what is mineral wax,772443,ENTITY,"This will create a calorie deficit and cause your body to burn fat to make up for the lacking calories. To burn 1 lb. of fat, you need to burn 3,500 more calories than you consume. If you are consuming as many calories as you are burning, you can drop 500 calories a day from your diet and lose 1 lb. in a week. The rest of the calories can be burned through exercise.",0,,208
4180,what is monoculture,773322,DESCRIPTION,"Pancreatitis is inflammation of the pancreas, an organ in your belly that makes the hormones insulin and glucagon. These two hormones control how your body uses the sugar found in the food you eat. Your pancreas also makes other hormones and enzymes that help you break down food.",0,,209
4181,what is monoculture,773322,DESCRIPTION,"Trust us; you will maximize your time and effort! Each workout is designed with a particular focus: #1 Interval pacing, #2 Speed & strength work, #3 Stretching out your stroke, #4 Relax while swimming, #5 Breathing technique. #1 Interval PACING. Interval training is an integral tool for all modern sports training.",0,,209
4182,what is monoculture,773322,DESCRIPTION,"Cook in the oven instead, in a baking dish covered tightly with foil or in a Dutch oven, covered with a lid. Cook at 325°F for 3 to 4 hours or until very tender. This recipe was originally published March 2008.",0,,209
4183,what is monoculture,773322,DESCRIPTION,4.4 5,0,,209
4184,what is monoculture,773322,DESCRIPTION,"1 Other mineral waxes include peat waxes, ozokerite and ceresin waxes. 2  Beeswax has been traded for over 2,000 years and references to wax before the 19th century typically meant beeswax. 3  Yellow beeswax is secreted by bees to build honeycombs; the empty comb is melted in boiling water to recover the wax.he chemical composition of waxes is complex, but normal alkanes are always present in high proportion and molecular weight profiles tend to be wide. The main commercial source of wax is crude oil but not all crude oil refiners produce wax. Mineral wax can also be produced from lignite.",0,,209
4185,what is monoculture,773322,DESCRIPTION,"Based on Payscale’s salary data, child psychiatrists employed in California typically earn salaries in the range from $103,042 to $387,832 a year, those working in Pennsylvania are generally paid between $99,949 annually, and professionals based in Illinois make between $60,000 and $220,000 a year.",0,,209
4186,what is monoculture,773322,DESCRIPTION,"From contributor B: The bottom of the upper cabinets is a standard 54. Add the height of your microwave to determine the bottom of the cabinet over the microwave. This will put the bottom of your microwave at the 54 mark. 16-19 is the going height nowadays for modern microwaves, with 17 being the most common size.he 2006 IRC section 1901.1 requires 30 inches from stove to combustibles unless the stove manufacturer requires more. Comment from contributor O: I just mounted a GE microwave with a vent and it told me to mount at a minimum of 21 above the stove top.",0,,209
4187,what is monoculture,773322,DESCRIPTION,Average annual salary for a Forensic DNA Analyst is $43727 based on statistics in the U.S. as of 2015. The highest salary recorded was $61209. The lowest salary reported was $28436. These figures will vary on a state to state basis as these are averages across all 50 states.edian hourly wage for a Forensic DNA Analyst is $21.74 based on statistics in the U.S. as of 2015. The highest hourly rate recorded was $30.44. The lowest hourly rate recorded was $14.14.,0,,209
